TIPS;NOSAUKUMS;ADRESE
Bibliotēka;Vidrižu bibliotēka;Skolas iela 8, Vidriži, Vidrižu pag., Limbažu nov., LV-4013
Bibliotēka;Viesatu pagasta bibliotēka;"Viekaļas", Viesatas, Viesatu pag., Jaunpils nov., LV-3142
Bibliotēka;Vietalvas pagasta bibliotēka;Bruņinieku iela 16, Vietalva, Vietalvas pag., Pļaviņu nov., LV-5109
Bibliotēka;Vīksnas pagasta bibliotēka;"Bērnudārzs", Vīksna, Vīksnas pag., Balvu nov., LV-4580
Bibliotēka;Viļakas novada bibliotēka;Tautas iela 6, Viļaka, Viļakas nov., LV-4583
Bibliotēka;Viļakas novada Vecumu bibliotēka;"Ābeļziedi", Borisova, Vecumu pag., Viļakas nov., LV-4585
Bibliotēka;Viļānu pagasta Radopoles bibliotēka;Jaunatnes iela 1, Radopole, Viļānu pag., Viļānu nov., LV-4650
Bibliotēka;Viļānu pilsētas bibliotēka;Kultūras laukums 2, Viļāni, Viļānu nov., LV-4650
Bibliotēka;Vilgāles bibliotēka;"Pagastmāja", Vilgāle, Kurmāles pag., Kuldīgas nov., LV-3332
Bibliotēka;Virbu bibliotēka;Kalna iela 9, Jaunpagasts, Virbu pag., Talsu nov., LV-3292
Bibliotēka;Iecavas novada Zālītes bibliotēka;Dārza iela 14, Zālīte, Iecavas nov., LV-3913
Bibliotēka;Saldus novada Zaņas pagasta bibliotēka;"Kareļu iela 2", Kareļi, Zaņas pag., Saldus nov., LV-3897
Bibliotēka;Kandavas novada Zantes pagasta bibliotēka;Skolas iela 8, Zante, Zantes pag., Kandavas nov., LV-3134
Bibliotēka;Zeltiņu bibliotēka;"Tērces", Zeltiņi, Zeltiņu pag., Alūksnes nov., LV-4345
Bibliotēka;Kandavas novada Zemītes pagasta bibliotēka;"Cerības", Zemīte, Zemītes pag., Kandavas nov., LV-3135
Bibliotēka;Zentenes bibliotēka;"Gobas", Zentene, Zentenes pag., Tukuma nov., LV-3123
Bibliotēka;Iecavas novada Ziemeļu bibliotēka;"Dimzukalns 2", Dimzukalns, Iecavas nov., LV-3913
Bibliotēka;Žīguru bibliotēka;Parka iela 14, Žīguri, Žīguru pag., Viļakas nov., LV-4584
Bibliotēka;Zilupes pilsētas bibliotēka;Tautas iela 1, Zilupe, Zilupes nov., LV-5751
Bibliotēka;Zirņu pagasta Butnāru bibliotēka;"Kurzemītes pamatskola", Būtnāri, Zirņu pag., Saldus nov., LV-3801
Bibliotēka;Zvārdes pagasta bibliotēka;"Striķi", Striķi, Zvārdes pag., Saldus nov., LV-3883
Bibliotēka;Zvejniekciema vidusskolas bibliotēka;Atpūtas iela 1, Zvejniekciems, Saulkrastu pag., Saulkrastu nov., LV-2161
Bibliotēka;Zvirgzdenes pagasta bibliotēka;Janīnas Tabūnes iela 6, Lucmuiža, Zvirgzdenes pag., Ciblas nov., LV-5752
Bibliotēka;Īslīces pagasta Ādžūnu bibliotēka;"Birztalas", Ādžūni, Īslīces pag., Bauskas nov., LV-3914
Bibliotēka;Aiviekstes pagasta bibliotēka;1. maija iela 6, Kriškalni, Aiviekstes pag., Pļaviņu nov., LV-5120
Bibliotēka;Briežuciema pagasta bibliotēka;"Dīķmalas", Grūšļeva, Briežuciema pag., Balvu nov., LV-4595
Bibliotēka;Briģu pagasta bibliotēka;Skolas iela 4, Brigi, Briģu pag., Ludzas nov., LV-5707
Bibliotēka;Degoles pagasta bibliotēka;"Griezes", Vienība, Degoles pag., Tukuma nov., LV-3140
Bibliotēka;Dundagas novada Kaļķu bibliotēka;"Ozoli", Kaļķi, Dundagas pag., Dundagas nov., LV-3270
Bibliotēka;Džūkstes pagasta 2. bibliotēka;"Atmodas", Pienava, Džūkstes pag., Tukuma nov., LV-3147
Bibliotēka;Isnaudas pagasta bibliotēka;"Vecparks", Martiši, Isnaudas pag., Ludzas nov., LV-5701
Bibliotēka;Malnavas pagasta Bozovas bibliotēka;"Kārsavas stacija", Kārsavas stacija, Malnavas pag., Kārsavas nov., LV-5717
Bibliotēka;Līdumnieku pagasta bibliotēka;"Zvārguļi", Līdumnieki, Līdumnieku pag., Ciblas nov., LV-5719
Bibliotēka;Mežvidu pagasta Ranču bibliotēka;"Druvas", Otrie Mežvidi, Mežvidu pag., Kārsavas nov., LV-5737
Bibliotēka;Ozolaines pagasta bibliotēka;"Bekši 7", Bekši, Ozolaines pag., Rēzeknes nov., LV-4633
Bibliotēka;Vecsaules pagasta Vecsaules bibliotēka;"Vecsaules pamatskola", Vecsaule, Vecsaules pag., Bauskas nov., LV-3932
Bibliotēka;Iecavas novada Zorģu bibliotēka;"Zorģi 1", Zorģi, Iecavas nov., LV-3913
Bibliotēka;Auces novada Vītiņu bibliotēka;"Pagastmāja", Vītiņi, Vītiņu pag., Auces nov., LV-3708
Bibliotēka;Zaļesjes pagasta bibliotēka;Padomes iela 2, Zaļesje, Zaļesjes pag., Zilupes nov., LV-5705
Bibliotēka;Cirmas pagasta bibliotēka;Pagasta iela 2, Tutāni, Cirmas pag., Ludzas nov., LV-5735
Valsts iestāde;Pilsonības un migrācijas lietu pārvalde Ogres nodaļa;Brīvības iela 44, Ogre, Ogres nov., LV-5001
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Jelgavas nodaļa;Uzvaras iela 8, Jelgava, LV-3001
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Rīgas 1. nodaļa;Čiekurkalna 1. līnija 1, Rīga, LV-1026
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Rīgas 2. nodaļa;Krišjāņa Valdemāra iela 26, Rīga, LV-1010
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Rīgas 3. nodaļa;Eduarda Smiļģa iela 46, Rīga, LV-1002
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Rīgas 4. nodaļa;Daugavpils iela 31, Rīga, LV-1003
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Tukuma nodaļa;Raudas iela 4, Tukums, Tukuma nov., LV-3101
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Jūrmalas nodaļa;Talsu šoseja 39, Jūrmala, LV-2016
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Daugavpils nodaļa;18. novembra iela 105, Daugavpils, LV-5404
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Preiļu nodaļa;Rēzeknes iela 26, Preiļi, Preiļu nov., LV-5301
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Krāslavas nodaļa;Dīķu iela 5, Krāslava, Krāslavas nov., LV-5601
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Rēzeknes nodaļa / Nodarbinātības valsts aģentūras Rēzeknes filiāle;Atbrīvošanas aleja 155, Rēzekne, LV-4604
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Aizkraukles nodaļa;Gaismas iela 14, Aizkraukle, Aizkraukles nov., LV-5101
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Limbažu nodaļa;Cēsu iela 28, Limbaži, Limbažu nov., LV-4001
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Bauskas nodaļa;Uzvaras iela 3, Bauska, Bauskas nov., LV-3901
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Jēkabpils nodaļa;Rīgas iela 184, Jēkabpils, LV-5202
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Valmieras nodaļa / Nodarbinātības valsts aģentūras Valmieras filiāle / Valsts sociālās apdrošināšanas aģentūras Valmieras KAC / Valsts probācijas dienesta Vidzemes reģiona teritoriālā struktūr;Meža iela 7, Valmiera, LV-4201
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Talsu nodaļa;Anša Lerha-Puškaiša iela 6, Talsi, Talsu nov., LV-3201
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Ventspils nodaļa;Užavas iela 8, Ventspils, LV-3601
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Liepājas nodaļa;Vecā ostmala 24, Liepāja, LV-3401
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Kuldīgas nodaļa;Pilsētas laukums 4, Kuldīga, Kuldīgas nov., LV-3301
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Saldus nodaļa;Lielā iela 3, Saldus, Saldus nov., LV-3801
Valsts iestāde;Valsts izglītības satura centrs;Vaļņu iela 2, Rīga, LV-1050
Valsts iestāde;Nodarbinātības valsts aģentūras Jelgavas filiāle;Skolotāju iela 3, Jelgava, LV-3001
Valsts iestāde;Nodarbinātības valsts aģentūras Dobeles filiāle;Zaļā iela 27, Dobele, Dobeles nov., LV-3701
Pašvaldības iestāde;Tukuma novada dome;Talsu iela 4, Tukums, Tukuma nov., LV-3101
Pašvaldības iestāde;Kurzemes plānošanas reģions;Valguma iela 4A, Rīga, LV-1048
Pašvaldības iestāde;Vecumnieku novada dome;Rīgas iela 29, Vecumnieki, Vecumnieku pag., Vecumnieku nov., LV-3933
Pašvaldības iestāde;Vidzemes plānošanas reģions;Bērzaines iela 5, Cēsis, Cēsu nov., LV-4101
Pašvaldības iestāde;Smiltenes novada dome;Dārza iela 3, Smiltene, Smiltenes nov., LV-4729
Pašvaldības iestāde;Ozolnieku novada pašvaldība;Stadiona iela 10, Ozolnieki, Ozolnieku pag., Ozolnieku nov., LV-3018
Pašvaldības iestāde;Zemgales reģiona kompetenču attīstības centrs;Svētes iela 33, Jelgava, LV-3001
Pašvaldības iestāde;Salienas pagasta pārvalde;Centrāles iela 24, Saliena, Salienas pag., Daugavpils nov., LV-5469
Pašvaldības iestāde;Līksnas pagasta pārvalde;Daugavas iela 8, Līksna, Līksnas pag., Daugavpils nov., LV-5456
Pašvaldības iestāde;Jelgavas pilsētas bāriņtiesa / Jelgavas sociālo lietu pārvalde;Pulkveža Oskara Kalpaka iela 9, Jelgava, LV-3001
Pašvaldības iestāde;Ikšķiles novada pašvaldības SIA "Ikšķiles māja";Dainu iela 1A, Ikšķile, Ikšķiles nov., LV-5052
Pašvaldības iestāde;Jelgavas pilsētas pašvaldības administrācijas Sabiedrības integrācijas pārvalde;Skolotāju iela 8, Jelgava, LV-3001
Pašvaldības iestāde;Jelgavas pilsētas pašvaldības policija;Mazais ceļš 3, Jelgava, LV-3001
Pašvaldības iestāde;Jelgavas Vēstnesis;Katoļu iela 2B, Jelgava, LV-3001
Pašvaldības iestāde;Laucesas pagasta pārvalde;Miera iela 26, Mirnijs, Laucesas pag., Daugavpils nov., LV-5461
Pašvaldības iestāde;Biķernieku pagasta pārvalde;Saules iela 4, Biķernieki, Biķernieku pag., Daugavpils nov., LV-5440
Pašvaldības iestāde;Daugavpils novada dome / Daugavpils novada Kultūras pārvalde;Rīgas iela 2, Daugavpils, LV-5401
Pašvaldības iestāde;Dubnas pagasta pārvalde;Nākotnes iela 1A, Dubna, Dubnas pag., Daugavpils nov., LV-5443
Pašvaldības iestāde;Limbažu novada pašvaldība;Rīgas iela 16, Limbaži, Limbažu nov., LV-4001
Pašvaldības iestāde;Liepājas pilsētas Dzimtsarakstu nodaļa;Lielā iela 1A, Liepāja, LV-3401
Pašvaldības iestāde;Liepājas pilsētas bāriņtiesa / Liepājas pilsētas Pašvaldības policija;Jelgavas iela 48, Liepāja, LV-3401
Pašvaldības iestāde;Liepājas pilsētas pašvaldības administrācija / Liepājas pilsētas pašvaldības administrācijas Attīstības pārvalde;Rožu iela 6, Liepāja, LV-3401
Pašvaldības iestāde;Liepājas pilsētas domes Sporta pārvalde;Brīvības iela 39, Liepāja, LV-3401
Pašvaldības iestāde;Liepājas pašvaldības Nekustamā īpašuma pārvalde ;Peldu iela 5, Liepāja, LV-3401
Pašvaldības iestāde;Liepājas pilsētas Izglītības pārvalde;Uliha iela 36, Liepāja, LV-3401
Pašvaldības iestāde;Siguldas novada pašvaldība;Raiņa iela 3, Sigulda, Siguldas nov., LV-2150
Pašvaldības iestāde;Rīgas domes Apmeklētāju pieņemšanas centrs;Kungu iela 7/9, Rīga, LV-1050
Pašvaldības iestāde;Kuldīgas novada bāriņtiesa;Dzirnavu iela 9, Kuldīga, Kuldīgas nov., LV-3301
Pašvaldības iestāde;Bērnu un jauniešu centrs "Laimīte";Sarkandaugavas iela 24, Rīga, LV-1005
Pašvaldības iestāde;Amatas novada pašvaldība;"Ausmas", Drabešu pag., Amatas nov., LV-4101
Pašvaldības iestāde;Alojas novada dome;Jūras iela 13, Aloja, Alojas nov., LV-4064
Pašvaldības iestāde;Raunas novada dome;Vidzemes iela 2, Rauna, Raunas pag., Raunas nov., LV-4131
Pašvaldības iestāde;Kocēnu novada dome;Alejas iela 8, Kocēni, Kocēnu pag., Kocēnu nov., LV-4220
Pašvaldības iestāde;Beverīnas novada pašvaldība;"Pagastmāja", Mūrmuiža, Kauguru pag., Beverīnas nov., LV-4224
Pašvaldības iestāde;Apes novada dome;Stacijas iela 2, Ape, Apes nov., LV-4337
Pašvaldības iestāde;Naukšēnu  novada pašvaldība;"Pagasta nams", Naukšēni, Naukšēnu pag., Naukšēnu nov., LV-4244
Pašvaldības iestāde;Cēsu novada pašvaldība;Raunas iela 4, Cēsis, Cēsu nov., LV-4101
Pašvaldības iestāde;Daugavpils sociālais dienests;Vienības iela 8, Daugavpils, LV-5401
Pašvaldības iestāde;Kalupes pagasta pārvalde;Ezeru iela 6, Kalupe, Kalupes pag., Daugavpils nov., LV-5450
Pašvaldības iestāde;Naujenes sociālo pakalpojumu un sociālas palīdzības centrs;18. novembra iela 392, Vecstropi, Naujenes pag., Daugavpils nov., LV-5413
Pašvaldības iestāde;Demenes pagasta pārvalde / Demenes sociālo pakalpojumu un sociālās palīdzības centrs;Briģenes iela 2, Demene, Demenes pag., Daugavpils nov., LV-5442
Pašvaldības iestāde;Naujenes pagasta pārvalde;Skolas iela 15, Naujene, Naujenes pag., Daugavpils nov., LV-5462
Pašvaldības iestāde;Sventes pagasta pārvalde;Alejas iela 9, Svente, Sventes pag., Daugavpils nov., LV-5473
Pašvaldības iestāde;Višķu pagasta pārvalde;Skolas iela 17, Špoģi, Višķu pag., Daugavpils nov., LV-5481
Pašvaldības iestāde;Kalkūnes pagasta pārvalde;Ķieģeļu iela 4, Kalkūni, Kalkūnes pag., Daugavpils nov., LV-5449
Pašvaldības iestāde;Vecsalienas pagasta pārvalde;"Červonkas pils", Červonka, Vecsalienas pag., Daugavpils nov., LV-5465
Pašvaldības iestāde;Skrudalienas pagasta pārvalde;Skaista iela 9, Silene, Skrudalienas pag., Daugavpils nov., LV-5470
Pašvaldības iestāde;Daugavpils novada Skrudalienas bāriņtiesa;Miera iela 12, Skrudaliena, Skrudalienas pag., Daugavpils nov., LV-5470
Pašvaldības iestāde;Vaboles pagasta pārvalde;"Saieta nams", Vabole, Vaboles pag., Daugavpils nov., LV-5477
Pašvaldības iestāde;Jelgavas pilsētas pašvaldības iestāde "Jelgavas pašvaldības operatīvās informācijas centrs";Sarmas iela 4, Jelgava, LV-3001
Pašvaldības iestāde;Zemgales reģiona kompetenču attīstības centrs;Svētes iela 33, Jelgava, LV-3001
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Ikšķiles VPVKAC;Daugavas prospekts 34, Ikšķile, Ikšķiles nov., LV-5052
Izglītības iestāde;Druvas vidusskola;Skolas iela 2, Saldus, Saldus nov., LV-3801
Izglītības iestāde;Pirmsskolas izglītības iestāde "Pasaciņa";Eiženijas iela 8, Rīga, LV-1007
Izglītības iestāde;Zirņu pamatskola;Skolas iela 7, Zirņi, Zirņu pag., Saldus nov., LV-3853
Izglītības iestāde;Saldus vidusskola;J. Rozentāla iela 19, Saldus, Saldus nov., LV-3801
Izglītības iestāde;Saldus Mūzikas skola;Avotu iela 12A, Saldus, Saldus nov., LV-3801
Izglītības iestāde;Profesionālās izglītības kompetences centrs "Liepājas Valsts tehnikums";Ventspils iela 51, Liepāja, LV-3405
Izglītības iestāde;Baltinavas vidusskola;Kārsavas iela 22, Baltinava, Baltinavas nov., LV-4594
Izglītības iestāde;Balvu profesionālā un vispārizglītojošā vidusskola;Vidzemes iela 26, Balvi, Balvu nov., LV-4501
Izglītības iestāde;Stacijas pamatskola;Skolas iela 12, Kubuli, Kubulu pag., Balvu nov., LV-4566
Izglītības iestāde;Tilžas internātpamatskola;Pārupes iela 4, Tilža, Tilžas pag., Balvu nov., LV-4572
Izglītības iestāde;Viļakas pirmsskolas izglītības iestāde;Liepnas iela 18, Viļaka, Viļakas nov., LV-4583
Izglītības iestāde;Žīguru pamatskola;Parka iela 9, Žīguri, Žīguru pag., Viļakas nov., LV-4584
Izglītības iestāde;Viduču pamatskola;Skolas iela 1, Semenova, Medņevas pag., Viļakas nov., LV-4586
Izglītības iestāde;Rīgas 18. vakara (maiņu) vidusskola;Sīmaņa iela 14, Rīga, LV-1005
Izglītības iestāde;Rīgas sākumskola "Valodiņa";Blaumaņa iela 26, Rīga, LV-1011
Izglītības iestāde;Jēkabpils Agrobiznesa koledža;Pasta iela 1, Jēkabpils, LV-5201
Izglītības iestāde;Jelgavas Vakara (maiņu) vidusskola;Skolotāju iela 8, Jelgava, LV-3001
Izglītības iestāde;Jelgavas 1. internātpamatskola - attīstības centrs;Institūta iela 4, Jelgava, LV-3004
Izglītības iestāde;Latvijas Lauksaimniecības universitāte;Lielā iela 2, Jelgava, LV-3001
Izglītības iestāde;J. G. Herdera Rīgas Grīziņkalna vidusskola;Lauku iela 9, Rīga, LV-1009
Izglītības iestāde;Ķekavas vidusskola;Gaismas iela 9, Ķekava, Ķekavas pag., Ķekavas nov., LV-2123
Izglītības iestāde;Rīgas internātvidusskola bērniem ar dzirdes traucējumiem;Graudu iela 21, Rīga, LV-1058
Izglītības iestāde;Strazdumuižas internātvidusskola- attīstības centrs vājredzīgiem un neredzīgiem bērniem;Braila iela 24, Rīga, LV-1024
Izglītības iestāde;Jelgavas Tehnoloģiju vidusskola;Meiju ceļš 9, Jelgava, LV-3007
Izglītības iestāde;Jelgavas 3. sākumskola;Uzvaras iela 10, Jelgava, LV-3001
Izglītības iestāde;Jelgavas Tehnikums;Pulkveža Oskara Kalpaka iela 37, Jelgava, LV-3001
Izglītības iestāde;Jelgavas mūzikas vidusskola;Lapskalna iela 2, Jelgava, LV-3007
Izglītības iestāde;Jelgavas 4. vidusskola;Akmeņu iela 1, Jelgava, LV-3004
Izglītības iestāde;Valmieras Gaujas krasta vidusskola;Lāčplēša iela 2, Valmiera, LV-4201
Izglītības iestāde;Līvbērzes pamatskola;Skolas iela 10, Līvbērze, Līvbērzes pag., Jelgavas nov., LV-3014
Izglītības iestāde;Jelgavas pilsētas pašvaldības pirmsskolas izglītības iestāde "Ķipari";Pulkveža Brieža iela 23A, Jelgava, LV-3007
Izglītības iestāde;Jelgavas pilsētas pašvaldības pirmsskolas izglītības iestāde "Sprīdītis";Tērvetes iela 6, Jelgava, LV-3008
Izglītības iestāde;Jelgavas pilsētas pašvaldības pirmsskolas izglītības iestāde "Pasaciņa";Aspazijas iela 18, Jelgava, LV-3001
Izglītības iestāde;Jelgavas pilsētas pašvaldības pirmsskolas izglītības iestāde "Gaismiņa";Vaļņu iela 5, Jelgava, LV-3001
Izglītības iestāde;Jelgavas 6. vidusskola;Loka maģistrāle 29, Jelgava, LV-3004
Izglītības iestāde;Jelgavas 2. internātpamatskola;Filozofu iela 50, Jelgava, LV-3001
Izglītības iestāde;Jelgavas pilsētas pašvaldības pirmsskolas izglītības iestāde "Rotaļa";Lāčplēša iela 5, Jelgava, LV-3002
Izglītības iestāde;Jelgavas 5. vidusskola;Aspazijas iela 20, Jelgava, LV-3001
Izglītības iestāde;SIA "Mītavas elektra" pirmsskolas izglītības iestāde "Varavīksne";Vaļņu iela 6, Jelgava, LV-3001
Bibliotēka;Baldones novada bibliotēka;Rīgas iela 97, Baldone, Baldones nov., LV-2125
Bibliotēka;Stopiņu novada bibliotēka;Institūta iela 1, Ulbroka, Stopiņu nov., LV-2130
Bibliotēka;Riebiņu novada Galēnu bibliotēka;Liepu iela 1, Galēni, Galēnu pag., Riebiņu nov., LV-5311
Bibliotēka;Riebiņu novada Kastīres bibliotēka;Liepu iela 5A, Kastīre, Rušonas pag., Riebiņu nov., LV-5329
Bibliotēka;Aglonas novada centrālā bibliotēka;Daugavpils iela 38, Aglona, Aglonas pag., Aglonas nov., LV-5304
Bibliotēka;Riebiņu novada Pieniņu bibliotēka;"Pieniņu bibliotēka", Pieniņi, Riebiņu pag., Riebiņu nov., LV-5326
Bibliotēka;Vārkavas novada Vārkavas pagasta bibliotēka;Kovaļevsku iela 4, Vārkava, Vārkavas pag., Vārkavas nov., LV-5337
Bibliotēka;Gailīšu pagasta Gailīšu bibliotēka;Bauskas iela 2, Uzvara, Gailīšu pag., Bauskas nov., LV-3931
Bibliotēka;Riebiņu novada Silajāņu bibliotēka;Miera iela 1, Silajāņi, Silajāņu pag., Riebiņu nov., LV-5330
Bibliotēka;Riebiņu novada Kotļerovas bibliotēka;"Kotļerova", Kotļarova, Silajāņu pag., Riebiņu nov., LV-5330
Bibliotēka;Jaunpiebalgas novada Zosēnu pagasta bibliotēka;Annas iela 4, Melnbārži, Zosēnu pag., Jaunpiebalgas nov., LV-4133
Bibliotēka;Ainažu bibliotēka;Parka iela 16, Ainaži, Salacgrīvas nov., LV-4035
Bibliotēka;Korģenes bibliotēka;Zītaru iela 3, Korģene, Salacgrīvas pag., Salacgrīvas nov., LV-4054
Bibliotēka;Svētciema bibliotēka;Dārza iela 26, Svētciems, Salacgrīvas pag., Salacgrīvas nov., LV-4033
Bibliotēka;Tūjas bibliotēka;Liedaga iela 8, Tūja, Liepupes pag., Salacgrīvas nov., LV-4022
Bibliotēka;Bērzgales pagasta bibliotēka;Rītupes iela 34, Bērzgale, Bērzgales pag., Rēzeknes nov., LV-4612
Bibliotēka;Sakstagala pagasta bibliotēka;Kalna iela 2, Sakstagals, Sakstagala pag., Rēzeknes nov., LV-4638
Bibliotēka;Pušas pagasta bibliotēka;Parka iela 1, Puša, Pušas pag., Rēzeknes nov., LV-4635
Bibliotēka;Audriņu pagasta bibliotēka;Krasuhas iela 3, Audriņi, Audriņu pag., Rēzeknes nov., LV-4611
Bibliotēka;Ilzeskalna pagasta bibliotēka;Jaunatnes iela 1, Ilzeskalns, Ilzeskalna pag., Rēzeknes nov., LV-4619
Bibliotēka;Lūznavas  pagasta bibliotēka;Pils iela 6, Lūznava, Lūznavas pag., Rēzeknes nov., LV-4627
Bibliotēka;Maltas pagasta bibliotēka;Stacijas iela 4, Malta, Maltas pag., Rēzeknes nov., LV-4630
Bibliotēka;Silmalas pagasta Ružinas bibliotēka;Lakstīgalu iela 7, Vecružina, Silmalas pag., Rēzeknes nov., LV-4636
Bibliotēka;Rēzeknes Centrālā bibliotēka;Atbrīvošanas aleja 81, Rēzekne, LV-4601
Bibliotēka;Rēzeknes 2. bibliotēka;Atbrīvošanas aleja 166, Rēzekne, LV-4604
Bibliotēka;Zīlānu bibliotēka;Laukezera iela 4, Zīlāni, Kūku pag., Krustpils nov., LV-5222
Bibliotēka;Jēkabpils novada Dunavas bibliotēka;"Dunavas skola", Dunava, Dunavas pag., Jēkabpils nov., LV-5216
Bibliotēka;Viesītes novada Elkšņu pagasta bibliotēka;"Pagastmāja", Elkšņi, Elkšņu pag., Viesītes nov., LV-5217
Bibliotēka;Krustpils pagasta bibliotēka;"Kalmītes", Spunģēni, Krustpils pag., Krustpils nov., LV-5204
Bibliotēka;Biržu bibliotēka;Biržu iela 11, Birži, Salas pag., Salas nov., LV-5214
Bibliotēka;Viesītes vidusskolas bibliotēka;Vaļņu iela 7, Viesīte, Viesītes nov., LV-5237
Bibliotēka;Jēkabpils novada Leimaņu bibliotēka;"Mežvijas", Mežgale, Leimaņu pag., Jēkabpils nov., LV-5223
Bibliotēka;Viesītes novada Viesītes bibliotēka;Smilšu iela 2, Viesīte, Viesītes nov., LV-5237
Bibliotēka;Viesītes novada Rites pagasta bibliotēka;"Pagastmāja", Rites pag., Viesītes nov., LV-5228
Bibliotēka;Jēkabpils  novada Rubeņu bibliotēka;"Svīres", Rubeņi, Rubenes pag., Jēkabpils nov., LV-5229
Bibliotēka;Viesītes novada Saukas pagasta Lones bibliotēka;"Pagastmāja", Lone, Saukas pag., Viesītes nov., LV-5224
Bibliotēka;Tabores pagasta bibliotēka;Oktobra iela 2A, Tabore, Tabores pag., Daugavpils nov., LV-5465
Bibliotēka;Kalupes pagasta bibliotēka;Ezeru iela 6, Kalupe, Kalupes pag., Daugavpils nov., LV-5450
Bibliotēka;Silenes bibliotēka;Skolas iela 6, Silene, Skrudalienas pag., Daugavpils nov., LV-5470
Bibliotēka;Naujenes tautas bibliotēka;Daugavas iela 31A, Krauja, Naujenes pag., Daugavpils nov., LV-5451
Bibliotēka;Skrudalienas pagasta bibliotēka;Miera iela 35, Skrudaliena, Skrudalienas pag., Daugavpils nov., LV-5470
Izglītības iestāde;Alūksnes pilsētas sākumskola;Lielā Ezera iela 26, Alūksne, Alūksnes nov., LV-4301
Izglītības iestāde;Ernsta Glika Alūksnes Valsts ģimnāzija;Glika iela 10, Alūksne, Alūksnes nov., LV-4301
Izglītības iestāde;Ziemeru pamatskola;"Pamatskola", Māriņkalns, Ziemera pag., Alūksnes nov., LV-4332
Izglītības iestāde;Bejas pamatskola;"Bejas skola", Beja, Jaunalūksnes pag., Alūksnes nov., LV-4350
Izglītības iestāde;Liepnas vidusskola;"Liepnas vidusskola", Liepna, Liepnas pag., Alūksnes nov., LV-4354
Izglītības iestāde;Pededzes pamatskola;"Rūķi", Pededze, Pededzes pag., Alūksnes nov., LV-4352
Izglītības iestāde;Alūksnes novada vidusskola;Kanaviņu iela 14, Alūksne, Alūksnes nov., LV-4301
Izglītības iestāde;Malienas pamatskola;"Brenci", Brenci, Malienas pag., Alūksnes nov., LV-4359
Izglītības iestāde;Strautiņu pamatskola;"Strautiņi", Alsviķu pag., Alūksnes nov., LV-4333
Izglītības iestāde;Rīgas Ziepniekkalna sākumskola;Īslīces iela 4, Rīga, LV-1058
Izglītības iestāde;Rīgas 94.vidusskola;Ozolciema iela 26, Rīga, LV-1058
Izglītības iestāde;Zemītes pamatskola;"Zemītes pils", Zemīte, Zemītes pag., Kandavas nov., LV-3135
Izglītības iestāde;Kandavas Kārļa Mīlenbaha vidusskola;Skolas iela 10, Kandava, Kandavas nov., LV-3120
Izglītības iestāde;Kandavas Mākslas un mūzikas skola;Sabiles iela 12, Kandava, Kandavas nov., LV-3120
Izglītības iestāde;Cēres pamatskola;Skolas iela 1, Cēre, Cēres pag., Kandavas nov., LV-3122
Izglītības iestāde;Īslīces pamatskola;Skolas iela 16, Bērzi, Īslīces pag., Bauskas nov., LV-3914
Izglītības iestāde;Bauskas novada pašvaldības vispārējās izglītības iestāde "Uzvaras pamatskola";Sporta iela 3, Uzvara, Gailīšu pag., Bauskas nov., LV-3931
Izglītības iestāde;Bauskas 2. vidusskola;Dārza iela 9, Bauska, Bauskas nov., LV-3901
Izglītības iestāde;Vecsaules pamatskola;"Vecsaules pamatskola", Vecsaule, Vecsaules pag., Bauskas nov., LV-3932
Izglītības iestāde;Bauskas pirmsskolas izglītības iestāde "Pasaulīte";Saules iela 8, Bauska, Bauskas nov., LV-3901
Izglītības iestāde;Balvu pirmsskolas izglītības iestāde "Pīlādzītis";Daugavpils iela 59, Balvi, Balvu nov., LV-4501
Izglītības iestāde;Kubulu pirmsskolas izglītības iestāde "Ieviņa";Balvu iela 6, Kubuli, Kubulu pag., Balvu nov., LV-4566
Izglītības iestāde;Bērzkalnes pirmsskolas izglītības iestāde;Ūdru iela 1, Bērzkalne, Bērzkalnes pag., Balvu nov., LV-4590
