id,Stop_name,Stop_code,Common_code,Latitude,Longitude,Road_side,Road_number,Street,County,Parish,Village
"2779,""Umpurti"",""14058"",""2956"",""57.6693511"",""25.2883717"",""Labā"",""V186"","""",""Burtnieku novads"",""Burtnieku pagasts"","""""
"2780,""Upenieki"",""13119"",""920"",""56.6272594"",""23.0616916"",""Kreisā"",""V1130"","""",""Dobeles novads"",""Annenieku pagasts"","""""
"2781,""Upenieki (ciems)"",""15902"",""6716"",""56.6578237"",""22.9016361"",""A/V"","""","""",""Dobeles novads"",""Bikstu pagasts"",""Upenieki"""
"2782,""Upeņi"",""14788"",""4268"",""56.8214319"",""25.0163442"",""Kreisā"",""V970"","""",""Ogres novads"",""Lauberes pagasts"","""""
"2783,""Upeņi"",""14789"",""4268"",""56.8216572"",""25.0164837"",""Labā"",""V970"","""",""Ogres novads"",""Lauberes pagasts"","""""
"2784,""Upes iela"",""15903"",""6723"",""56.6204799"",""23.2801076"",""Labā"","""",""Skolas iela 2A"",""Dobeles novads"",""Dobeles pilsēta"",""Dobele"""
"2785,""Upes iela"",""15904"",""6725"",""56.6196468"",""23.2804865"",""Kreisā"","""",""Skolas iela 4"",""Dobeles novads"",""Dobeles pilsēta"",""Dobele"""
"2786,""Upesciems"",""15905"",""6726"",""56.9824101"",""24.3379781"",""Labā"","""",""Skolas iela"",""Ropažu novads"","""",""Upesciems"""
"2787,""Upesciems"",""15906"",""6726"",""56.9819084"",""24.3359861"",""Kreisā"","""",""Skolas iela"",""Ropažu novads"","""",""Upesciems"""
"2788,""Upeskakts"",""13887"",""2740"",""57.4522465"",""27.1273435"",""Kreisā"",""V390"","""",""Alūksnes novads"",""Jaunalūksnes pagasts"","""""
"2789,""Upeskakts"",""13888"",""2740"",""57.4524397"",""27.1275161"",""Labā"",""V390"","""",""Alūksnes novads"",""Jaunalūksnes pagasts"","""""
"2790,""Upeskalni"",""15907"",""6728"",""56.9651290"",""24.3296497"",""Labā"",""P2"","""",""Ropažu novads"","""","""""
"2791,""Upeskalni"",""15908"",""6728"",""56.9652943"",""24.3304254"",""Kreisā"",""P2"","""",""Ropažu novads"","""","""""
"2792,""Upeslejas"",""15137"",""4998"",""57.6108338"",""24.7489169"",""Kreisā"",""V115"","""",""Limbažu novads"",""Viļķenes pagasts"","""""
"2793,""Upeslejas"",""15138"",""4998"",""57.6110050"",""24.7500115"",""Labā"",""V115"","""",""Limbažu novads"",""Viļķenes pagasts"","""""
"2794,""Upesmuižas parks"",""14013"",""2908"",""56.8791769"",""21.2130003"",""Kreisā"",""V1187"",""Dzintaru iela "",""Pāvilostas novads"",""Pāvilostas pilsēta"",""Pāvilosta"""
"2795,""Upesmuižas parks"",""14014"",""2908"",""56.8796182"",""21.2122659"",""Labā"",""V1187"",""Dzintaru iela "",""Pāvilostas novads"",""Pāvilostas pilsēta"",""Pāvilosta"""
"2796,""Upmalieši"",""14765"",""4142"",""55.8551333"",""27.1130568"",""Kreisā"",""P69"","""",""Krāslavas novads"",""Kaplavas pagasts"","""""
"2797,""Upmalieši"",""14766"",""4142"",""55.8555292"",""27.1138622"",""Labā"",""P69"","""",""Krāslavas novads"",""Kaplavas pagasts"","""""
"2798,""Upmaļi"",""14006"",""2900"",""56.7933497"",""23.2570442"",""Kreisā"",""V1450"","""",""Tukuma novads"",""Džūkstes pagasts"","""""
"2799,""Urbani"",""14814"",""4338"",""55.8427179"",""26.9530215"",""Kreisā"",""P69"","""",""Daugavpils novads"",""Salienas pagasts"","""""
"2800,""Urbani"",""14815"",""4338"",""55.8434990"",""26.9547555"",""Labā"",""P69"","""",""Daugavpils novads"",""Salienas pagasts"","""""
"2801,""Urgas iela"",""14209"",""3358"",""56.8082051"",""24.6039135"",""Labā"","""",""Daugavpils Iela"",""Ogres novads"",""Ogres pilsēta"",""Ogre"""
"2802,""Urgas iela"",""14210"",""3358"",""56.8087365"",""24.6037085"",""Kreisā"","""",""Daugavpils Iela"",""Ogres novads"",""Ogres pilsēta"",""Ogre"""
"2803,""Urti"",""14283"",""3500"",""56.7052614"",""25.2729058"",""Labā"",""V996"","""",""Ogres novads"",""Krapes pagasts"","""""
"2804,""Urti"",""14284"",""3500"",""56.7056125"",""25.2711632"",""Kreisā"",""V996"","""",""Ogres novads"",""Krapes pagasts"","""""
"2805,""Uskačeva"",""14777"",""4236"",""56.3880655"",""27.7602556"",""Labā"",""P49"","""",""Ludzas novads"",""Pildas pagasts"","""""
"2806,""Uskačeva"",""14778"",""4236"",""56.3883229"",""27.7604560"",""Kreisā"",""P49"","""",""Ludzas novads"",""Pildas pagasts"","""""
"2807,""Ustje"",""15287"",""1048"",""56.0745963"",""27.5459633"",""Kreisā"",""V606"","""",""Dagdas novads"",""Dagdas pagasts"","""""
"2808,""uz janeikām"",""13003"",""611"",""56.4114496"",""24.2055920"",""Labā"","""",""Dārza iela 21"",""Bauskas novads"",""Bauskas pilsēta"",""Bauska"""
"2809,""uz janeikām"",""13002"",""611"",""56.4115475"",""24.2070545"",""Kreisā"","""",""Dārza iela 23-25"",""Bauskas novads"",""Bauskas pilsēta"",""Bauska"""
"2812,""Kalnciems"",""15909"",""6736"",""56.7996789"",""23.6079245"",""Labā"",""V1091"",""Jelgavas iela 9"",""Jelgavas novads"",""Kalnciema pagasts"",""Kalnciems"""
"2813,""Uz pieprasījuma"",""15910"",""6737"",""56.9324333"",""23.6049487"",""Kreisā"","""",""Dzirnavu iela"",""Jūrmala"","""","""""
"2814,""Uz pieprasījuma"",""15911"",""6738"",""56.9392189"",""23.6008274"",""Labā"","""",""Ventspils šoseja"",""Jūrmala"","""","""""
"2815,""Uz pieprasījuma"",""14608"",""3938"",""56.5528743"",""27.3811370"",""Labā"",""V567"","""",""Rēzeknes novads"",""Vērēmu pagasts"","""""
"2816,""Uz pieprasījuma"",""13841"",""2675"",""56.7296587"",""27.4439119"",""Kreisā"",""V500"","""",""Rēzeknes novads"",""Nautrēnu pagasts"","""""
"2819,""Brieži"",""13149"",""4870"",""57.7124967"",""24.6937057"",""Kreisā"",""V116"","""",""Limbažu novads"",""Pāles pagasts"","""""
"2820,""Uz pieprasījumu"",""13585"",""2052"",""56.7596537"",""24.6349162"",""Labā"",""P85"","""",""Ķeguma novads"",""Tomes pagasts"",""Tome"""
"2821,""Uz pieprasījumu"",""13586"",""2052"",""56.7601116"",""24.6346263"",""Kreisā"",""P85"","""",""Ķeguma novads"",""Tomes pagasts"",""Tome"""
"2822,""Poga"",""14717"",""4045"",""56.6042930"",""23.5015443"",""Kreisā"",""P96"","""",""Jelgavas novads"",""Glūdas pagasts"","""""
"2823,""V.Strūves iela"",""15912"",""6739"",""56.5005043"",""25.8554837"",""Kreisā"",""P76"","""",""Jēkabpils"","""","""""
"2824,""Vadži"",""14481"",""3789"",""57.6010767"",""25.8072425"",""Labā"",""V241"","""",""Strenču novads"",""Plāņu pagasts"","""""
"2825,""Vadži"",""14482"",""3789"",""57.6016985"",""25.8080236"",""Kreisā"",""V241"","""",""Strenču novads"",""Plāņu pagasts"","""""
"2826,""Vaidavmuiža"",""13752"",""2490"",""57.4608595"",""25.2532577"",""Kreisā"",""V192"","""",""Kocēnu novads"",""Vaidavas pagasts"","""""
"2827,""Vaidavmuiža"",""13753"",""2490"",""57.4610523"",""25.2522523"",""Labā"",""V192"","""",""Kocēnu novads"",""Vaidavas pagasts"","""""
"2828,""Vaigaži"",""14620"",""3949"",""57.5931867"",""24.6259375"",""Kreisā"",""V141"","""",""Limbažu novads"",""Viļķenes pagasts"","""""
"2829,""Vaigaži"",""14621"",""3949"",""57.5934499"",""24.6245672"",""Labā"",""V141"","""",""Limbažu novads"",""Viļķenes pagasts"","""""
"2830,""Vaiņodes dome"",""15913"",""6740"",""56.4213016"",""21.8595893"",""Kreisā"","""",""Raiņa iela "",""Vaiņodes novads"",""Vaiņodes pagasts"",""Vaiņode"""
"2831,""Vaiņodes dome"",""15914"",""6740"",""56.4213198"",""21.8595473"",""Labā"","""",""Raiņa iela "",""Vaiņodes novads"",""Vaiņodes pagasts"",""Vaiņode"""
"2832,""Vairumtirdz. bāze"",""14063"",""2969"",""56.5981833"",""25.2351646"",""Labā"",""P87"",""Enerģētiķu iela"",""Aizkraukles novads"",""Aizkraukles pilsēta"",""Aizkraukle"""
"2833,""Vairumtirdz. bāze"",""14064"",""2969"",""56.5985208"",""25.2348983"",""Kreisā"",""P87"",""Enerģētiķu iela"",""Aizkraukles novads"",""Aizkraukles pilsēta"",""Aizkraukle"""
"2834,""Vaisumi"",""15915"",""6741"",""57.4626637"",""22.8766375"",""Kreisā"",""P131"","""",""Rojas novads"","""","""""
"2835,""Vaisumi"",""15916"",""6741"",""57.4628171"",""22.8765671"",""Labā"",""P131"","""",""Rojas novads"","""","""""
"2836,""Vaivadi"",""14836"",""4366"",""56.5401543"",""26.3374966"",""Kreisā"",""V773"","""",""Krustpils novads"",""Mežāres pagasts"","""""
"2837,""Vaivadi"",""14837"",""4366"",""56.5402155"",""26.3375423"",""Labā"",""V773"","""",""Krustpils novads"",""Mežāres pagasts"","""""
"2838,""Vākšēnu pagrieziens"",""13525"",""1968"",""57.6270613"",""25.1951593"",""Kreisā"",""V193"","""",""Kocēnu novads"",""Bērzaines pagasts"","""""
"2839,""Vākšēnu pagrieziens"",""13526"",""1968"",""57.6271233"",""25.1951064"",""Labā"",""V193"","""",""Kocēnu novads"",""Bērzaines pagasts"","""""
"2840,""Valainīši"",""15033"",""4867"",""55.9488457"",""26.9986861"",""Labā"",""V637"","""",""Krāslavas novads"",""Izvaltas pagasts"","""""
"2841,""Valdas"",""15917"",""6743"",""56.9329484"",""24.6261246"",""Labā"",""P10"","""",""Ropažu novads"","""","""""
"2842,""Valdeka"",""15918"",""6744"",""56.6609943"",""23.7480150"",""Labā"",""P100"",""Rīgas iela 20A"",""Jelgava"","""","""""
"2843,""Valdlauču centrs"",""14168"",""3264"",""56.9012444"",""24.1466270"",""Labā"",""V1"",""Bauskas iela"",""Ķekavas novads"",""Ķekavas pagasts"",""Valdlauči"""
"2844,""Valdlauču centrs"",""14169"",""3264"",""56.9025017"",""24.1467609"",""Kreisā"",""V1"",""Bauskas iela"",""Ķekavas novads"",""Ķekavas pagasts"",""Valdlauči"""
"2845,""Vālēni"",""14523"",""3842"",""56.8873235"",""26.0489854"",""Kreisā"",""V884"","""",""Madonas novads"",""Aronas pagasts"","""""
"2846,""Vālēni"",""14524"",""3842"",""56.8874494"",""26.0487668"",""Labā"",""V884"","""",""Madonas novads"",""Aronas pagasts"","""""
"2847,""Valentinova"",""13181"",""1050"",""57.2058398"",""27.3176687"",""Kreisā"",""V454"","""",""Balvu novads"",""Vīksnas pagasts"","""""
"2848,""Valentinova"",""13182"",""1050"",""57.2060859"",""27.3179859"",""Labā"",""V454"","""",""Balvu novads"",""Vīksnas pagasts"","""""
"2849,""Vāles"",""13754"",""2492"",""57.8386404"",""25.1685009"",""Labā"",""V167"","""",""Mazsalacas novads"",""Sēļu pagasts"","""""
"2850,""Vāles"",""13755"",""2492"",""57.8386466"",""25.1685494"",""Kreisā"",""V167"","""",""Mazsalacas novads"",""Sēļu pagasts"","""""
"2851,""Valmieriņi"",""13262"",""1258"",""55.8529889"",""27.0825518"",""Kreisā"",""P69"","""",""Krāslavas novads"",""Kaplavas pagasts"","""""
"2852,""Valmieriņi"",""13263"",""1258"",""55.8531911"",""27.0835428"",""Labā"",""P69"","""",""Krāslavas novads"",""Kaplavas pagasts"","""""
"2853,""Valneri"",""15919"",""6745"",""56.3960618"",""23.5428349"",""Kreisā"","""","""",""Jelgavas novads"",""Vilces pagasts"","""""
"2854,""Valneri"",""15920"",""6746"",""56.3962202"",""23.5428197"",""Labā"","""","""",""Jelgavas novads"",""Vilces pagasts"","""""
"2855,""Vālodzes"",""14682"",""4001"",""57.0525417"",""23.1099633"",""Kreisā"",""V1436"","""",""Tukuma novads"",""Sēmes pagasts"","""""
"2856,""Vanagi"",""13563"",""2030"",""56.2490416"",""25.8256735"",""Kreisā"",""V790"","""",""Jēkabpils novads"",""Leimaņu pagasts"","""""
"2857,""Vanagi"",""13564"",""2030"",""56.2491591"",""25.8263525"",""Labā"",""V790"","""",""Jēkabpils novads"",""Leimaņu pagasts"","""""
"2858,""Vanagi"",""13983"",""2884"",""56.2541119"",""25.1876224"",""Labā"",""V933"","""",""Neretas novads"",""Zalves pagasts"","""""
"2859,""Vanagi"",""13984"",""2884"",""56.2542218"",""25.1877196"",""Kreisā"",""V933"","""",""Neretas novads"",""Zalves pagasts"","""""
"2860,""Vanagi"",""14412"",""3704"",""56.3737251"",""23.8265954"",""Kreisā"",""V1033"","""",""Jelgavas novads"",""Sesavas pagasts"","""""
"2861,""Vanagi"",""14413"",""3704"",""56.3738153"",""23.8245839"",""Labā"",""V1033"","""",""Jelgavas novads"",""Sesavas pagasts"","""""
"2862,""Vandzenes pagastmāja"",""14652"",""3973"",""57.3134758"",""22.7809998"",""Labā"",""P127"","""",""Talsu novads"",""Vandzenes pagasts"","""""
"2863,""Vandzenes pagastmāja"",""14653"",""3973"",""57.3131965"",""22.7804830"",""Kreisā"",""P127"","""",""Talsu novads"",""Vandzenes pagasts"",""Vandzene"""
"2864,""Vārpas iela"",""15921"",""6747"",""57.1523132"",""24.8721476"",""Kreisā"","""",""Pulkveža Brieža iela"",""Siguldas novads"",""Siguldas pilsēta"",""Sigulda"""
"2865,""Vārpas iela"",""15922"",""6747"",""57.1524369"",""24.8723369"",""Labā"","""",""Pulkveža Brieža iela"",""Siguldas novads"",""Siguldas pilsēta"",""Sigulda"""
"2866,""Dārziņi"",""14551"",""3890"",""56.4832200"",""21.1872800"",""Kreisā"",""P113"","""",""Grobiņas novads"",""Grobiņas pagasts"",""Otrie Dubeņi"""
"2867,""Dārziņi"",""14552"",""3890"",""56.4833900"",""21.1867000"",""Labā"",""P113"","""",""Grobiņas novads"",""Grobiņas pagasts"",""Otrie Dubeņi"""
"2868,""Vāveres"",""13575"",""2043"",""56.4530360"",""26.3114770"",""Kreisā"",""V754"","""",""Līvānu novads"",""Turku pagasts"","""""
"2869,""Vāveres"",""13576"",""2043"",""56.4530890"",""26.3128300"",""Labā"",""V754"","""",""Līvānu novads"",""Turku pagasts"","""""
"2870,""Vecbērzieši"",""14430"",""3721"",""56.3197308"",""25.7750859"",""Labā"",""P74"","""",""Jēkabpils novads"",""Kalna pagasts"","""""
"2871,""Vecbērzieši"",""14431"",""3721"",""56.3207633"",""25.7755562"",""Kreisā"",""P74"","""",""Jēkabpils novads"",""Kalna pagasts"","""""
"2872,""Vecbirznieku pagrieziens"",""15923"",""6749"",""56.6940150"",""25.4871305"",""Labā"",""P79"","""",""Kokneses novads"","""","""""
"2873,""Vecbirznieku pagrieziens"",""15924"",""6749"",""56.6941542"",""25.4870048"",""Kreisā"",""P79"","""",""Kokneses novads"","""","""""
"2874,""Vecdzilnas"",""14676"",""3997"",""56.7987500"",""24.8349721"",""Kreisā"",""P8"","""",""Ķeguma novads"",""Rembates pagasts"","""""
"2875,""Vecdzilnas"",""14677"",""3997"",""56.7987621"",""24.8334653"",""Labā"",""P8"","""",""Ķeguma novads"",""Rembates pagasts"","""""
"2876,""Veckalni"",""14807"",""4323"",""56.7259401"",""24.2055241"",""Kreisā"",""V27"","""",""Ķekavas novads"",""Ķekavas pagasts"",""Dzērumi"""
"2877,""Veckalni"",""14808"",""4323"",""56.7260973"",""24.2054775"",""Labā"",""V27"","""",""Ķekavas novads"",""Ķekavas pagasts"",""Dzērumi"""
"2878,""Veckalnieši"",""7140"",""136"",""56.4368431"",""24.8514843"",""Kreisā"",""V1003"","""",""Vecumnieku novads"",""Kurmenes pagasts"","""""
"2879,""Krapes muiža"",""15217"",""5231"",""56.7447988"",""25.1008043"",""Labā"",""V996"","""",""Ogres novads"",""Krapes pagasts"","""""
"2880,""Krapes muiža"",""15218"",""5231"",""56.7451219"",""25.0997797"",""Kreisā"",""V996"","""",""Ogres novads"",""Krapes pagasts"","""""
"2881,""Vecmēmele"",""14968"",""4757"",""56.2784600"",""25.0275949"",""Kreisā"",""V932"","""",""Neretas novads"",""Mazzalves pagasts"",""Vecmēmele"""
"2884,""Vecmuižnieki"",""13659"",""2317"",""56.8440943"",""22.7472954"",""Labā"",""P109"","""",""Kandavas novads"",""Zantes pagasts"","""""
"2885,""Vecmuižnieki"",""13660"",""2317"",""56.8461533"",""22.7478818"",""Kreisā"",""P109"","""",""Kandavas novads"",""Zantes pagasts"","""""
"2886,""Rāmnieki"",""14553"",""3891"",""57.6216341"",""25.8172446"",""Kreisā"",""V260"","""",""Strenču novads"",""Plāņu pagasts"","""""
"2887,""Rāmnieki"",""14554"",""3891"",""57.6215765"",""25.8185588"",""Labā"",""V260"","""",""Strenču novads"",""Plāņu pagasts"","""""
"2888,""Vecsalaca"",""13954"",""2854"",""57.7542831"",""24.4021562"",""Labā"",""V144"","""",""Salacgrīvas novads"",""Salacgrīvas pagasts"","""""
"2889,""Vecsalaca"",""13955"",""2854"",""57.7544498"",""24.4024258"",""Kreisā"",""V144"","""",""Salacgrīvas novads"",""Salacgrīvas pagasts"","""""
"2890,""Vecsloboda"",""14537"",""3865"",""56.3416536"",""27.5756778"",""A/V"",""V579"","""",""Rēzeknes novads"",""Kaunatas pagasts"","""""
"2891,""Vecslocene"",""15927"",""6752"",""56.9722842"",""23.5425166"",""Labā"","""",""Jaunķemeru ceļš"",""Jūrmala"","""","""""
"2892,""Vecslocene"",""15928"",""6752"",""56.9724088"",""23.5437707"",""Kreisā"","""",""Jaunķemeru ceļš"",""Jūrmala"","""","""""
"2893,""Vecstrūžāni"",""7202"",""5558"",""56.7472025"",""27.1876781"",""Labā"",""V555"","""",""Rēzeknes novads"",""Gaigalavas pagasts"",""Strūžāni"""
"2894,""Vecumi"",""13654"",""2256"",""56.0849625"",""26.5854208"",""Kreisā"",""P64"","""",""Daugavpils novads"",""Kalupes pagasts"","""""
"2895,""Vecumi"",""13655"",""2256"",""56.0850746"",""26.5853289"",""Labā"",""P64"","""",""Daugavpils novads"",""Kalupes pagasts"","""""
"2896,""Vecvietas"",""12488"",""3362"",""57.3704321"",""22.3878015"",""Labā"",""V1411"","""",""Talsu novads"",""Valdgales pagasts"","""""
"2897,""Vecvietas"",""14215"",""3362"",""57.3705513"",""22.3897712"",""Kreisā"",""V1411"","""",""Talsu novads"",""Valdgales pagasts"","""""
"2898,""Vedgas"",""13024"",""693"",""56.5116828"",""23.9972645"",""Labā"",""V1038"","""",""Jelgavas novads"",""Jaunsvirlaukas pagasts"","""""
"2899,""Vedgas"",""13023"",""693"",""56.5120393"",""23.9959819"",""Kreisā"",""V1038"","""",""Jelgavas novads"",""Jaunsvirlaukas pagasts"","""""
"2900,""Vefieši"",""15929"",""6753"",""57.2379242"",""24.4500079"",""Labā"",""P6"","""",""Saulkrastu novads"","""",""VEF"""
"2901,""Vefieši"",""15930"",""6753"",""57.2383992"",""24.4488519"",""Kreisā"",""P6"","""",""Saulkrastu novads"","""",""VEF"""
"2902,""Veiguli"",""14613"",""3943"",""56.0536645"",""27.2143876"",""Labā"",""V614"","""",""Krāslavas novads"",""Aulejas pagasts"","""""
"2904,""Veikals"",""13016"",""648"",""55.9421068"",""26.7553832"",""Kreisā"",""V687"","""",""Daugavpils novads"",""Naujenes pagasts"","""""
"2905,""Veikals"",""13015"",""648"",""55.9428278"",""26.7565240"",""Labā"",""V687"","""",""Daugavpils novads"",""Naujenes pagasts"","""""
"2906,""Veikals"",""13017"",""649"",""56.7289295"",""25.7598466"",""Labā"",""V916"","""",""Pļaviņu novads"",""Vietalvas pagasts"","""""
"2907,""Veikals"",""13018"",""649"",""56.7287849"",""25.7597310"",""Kreisā"",""V916"","""",""Pļaviņu novads"",""Vietalvas pagasts"",""Vietalva"""
"2908,""Rasas"",""13019"",""650"",""56.7479420"",""25.1673960"",""Labā"",""P32"","""",""Ogres novads"",""Krapes pagasts"","""""
"2909,""Rasas"",""13020"",""650"",""56.7494920"",""25.1684410"",""Kreisā"",""P32"","""",""Ogres novads"",""Krapes pagasts"","""""
"2910,""Vējkrogs"",""15281"",""9522"",""57.4116748"",""25.2235343"",""Kreisā"",""V191"","""",""Pārgaujas novads"",""Raiskuma pagasts"","""""
"2911,""Vēķi"",""13487"",""1909"",""56.9934931"",""26.0637736"",""Kreisā"",""V847"","""",""Madonas novads"",""Liezēres pagasts"","""""
"2912,""Vēķi"",""13488"",""1909"",""56.9936585"",""26.0644796"",""Labā"",""V847"","""",""Madonas novads"",""Liezēres pagasts"","""""
"2913,""Veldres"",""14079"",""2988"",""57.0314159"",""23.1351303"",""Labā"",""V1436"","""",""Tukuma novads"",""Sēmes pagasts"",""Sēme"""
"2914,""Velnadobe"",""15185"",""5162"",""56.6097019"",""25.0055025"",""Labā"",""A6"","""",""Lielvārdes novads"",""Jumpravas pagasts"","""""
"2915,""Velnadobe"",""15186"",""5162"",""56.6099530"",""25.0061371"",""Kreisā"",""A6"","""",""Lielvārdes novads"",""Jumpravas pagasts"","""""
"2916,""Veļas"",""15160"",""5021"",""56.5714598"",""23.0412325"",""Labā"",""V1128"","""",""Auces novads"",""Īles pagasts"","""""
"2917,""Veļas"",""15161"",""5021"",""56.5717876"",""23.0425698"",""Kreisā"",""V1128"","""",""Auces novads"",""Īles pagasts"","""""
"2918,""Vēņēni"",""13970"",""2872"",""56.8362668"",""25.6261338"",""Kreisā"",""P79"","""",""Ērgļu novads"",""Sausnējas pagasts"","""""
"2919,""Vēņēni"",""13971"",""2872"",""56.8362900"",""25.6263470"",""Labā"",""P79"","""",""Ērgļu novads"",""Sausnējas pagasts"","""""
"2920,""Vepri"",""14290"",""3542"",""56.2220869"",""26.5430461"",""Labā"",""V751"","""",""Vārkavas novads"",""Upmalas pagasts"","""""
"2921,""Vepri"",""14291"",""3542"",""56.2231255"",""26.5439917"",""Kreisā"",""V751"","""",""Vārkavas novads"",""Upmalas pagasts"","""""
"2922,""Kalte"",""14038"",""2934"",""56.6945779"",""21.2146068"",""Labā"",""V1191"","""",""Pāvilostas novads"",""Vērgales pagasts"",""Vērgale"""
"2923,""Kalte"",""14039"",""2934"",""56.6950501"",""21.2139263"",""Kreisā"",""V1191"","""",""Pāvilostas novads"",""Vērgales pagasts"",""Vērgale"""
"2924,""Vērnieki"",""14349"",""3623"",""56.8340385"",""25.7693421"",""Kreisā"",""V885"","""",""Madonas novads"",""Vestienas pagasts"","""""
"2925,""Vērnieki"",""14350"",""3623"",""56.8341556"",""25.7688101"",""Labā"",""V885"","""",""Madonas novads"",""Vestienas pagasts"","""""
"2926,""Veroliņi"",""13902"",""2755"",""56.1018198"",""26.6956715"",""Labā"",""V682"","""",""Daugavpils novads"",""Dubnas pagasts"","""""
"2927,""Veroliņi"",""13903"",""2755"",""56.1020450"",""26.6959485"",""Kreisā"",""V682"","""",""Daugavpils novads"",""Dubnas pagasts"","""""
"2928,""Verpeļi"",""15270"",""5504"",""56.8026476"",""27.6102668"",""Labā"",""P48"","""",""Kārsavas novads"",""Salnavas pagasts"","""""
"2929,""Verpeļi"",""15271"",""5504"",""56.8029418"",""27.6125163"",""Kreisā"",""P48"","""",""Kārsavas novads"",""Salnavas pagasts"","""""
"2930,""Veršas"",""13381"",""1642"",""57.3362195"",""27.0431319"",""Labā"",""V396"","""",""Alūksnes novads"",""Annas pagasts"","""""
"2931,""Veršas"",""13382"",""1642"",""57.3367997"",""27.0443510"",""Kreisā"",""V396"","""",""Alūksnes novads"",""Annas pagasts"","""""
"2932,""Vēršupīte"",""15931"",""6754"",""56.9504791"",""23.5176971"",""Kreisā"","""",""Tūristu iela"",""Jūrmala"","""","""""
"2933,""Vēršupīte"",""15932"",""6754"",""56.9503970"",""23.5167307"",""Labā"","""",""Tūristu iela"",""Jūrmala"","""","""""
"2934,""Vertukšne"",""13685"",""2348"",""56.3677638"",""27.1870244"",""Labā"",""V551"",""Lūznavas iela 2"",""Rēzeknes novads"",""Lūznavas pagasts"",""Vertukšne"""
"2935,""Vervjali"",""13368"",""1585"",""55.9662285"",""26.7791361"",""Kreisā"",""V687"","""",""Daugavpils novads"",""Biķernieku pagasts"","""""
"2936,""Vervjali"",""13369"",""1585"",""55.9665248"",""26.7803221"",""Labā"",""V687"","""",""Daugavpils novads"",""Biķernieku pagasts"","""""
"2937,""Vērzemnieki"",""15263"",""5494"",""57.4922308"",""26.2095648"",""Labā"",""V248"","""",""Smiltenes novads"",""Grundzāles pagasts"","""""
"2938,""Vērzemnieki"",""15264"",""5494"",""57.4922861"",""26.2095808"",""Kreisā"",""V248"","""",""Smiltenes novads"",""Grundzāles pagasts"","""""
"2939,""Vēsmini"",""14769"",""4147"",""55.8103141"",""26.8625012"",""Labā"",""V707"","""",""Daugavpils novads"",""Salienas pagasts"","""""
"2940,""Vēsmini"",""14770"",""4147"",""55.8104406"",""26.8621298"",""Kreisā"",""V707"","""",""Daugavpils novads"",""Salienas pagasts"","""""
"2942,""Vētras"",""15933"",""6800"",""56.8832763"",""23.9746740"",""Labā"",""P132"","""",""Mārupes novads"","""","""""
"2943,""Vētras"",""15934"",""6800"",""56.8841774"",""23.9791313"",""Kreisā"",""P132"","""",""Mārupes novads"","""",""Vētras"""
"2944,""Vēveri"",""13105"",""898"",""56.8108395"",""24.4831803"",""Labā"",""P85"","""",""Ķekavas novads"",""Daugmales pagasts"","""""
"2945,""Vēveri"",""13106"",""898"",""56.8112051"",""24.4826438"",""Kreisā"",""P85"","""",""Ķekavas novads"",""Daugmales pagasts"","""""
"2946,""Vēveri"",""13084"",""857"",""56.3521504"",""23.5347287"",""Kreisā"",""V1078"","""",""Jelgavas novads"",""Vilces pagasts"","""""
"2947,""Vēveri"",""13085"",""857"",""56.3522473"",""23.5346506"",""Labā"",""V1078"","""",""Jelgavas novads"",""Vilces pagasts"","""""
"2948,""Vēži"",""14035"",""2931"",""57.2432821"",""22.8028757"",""Kreisā"",""V1401"","""",""Talsu novads"",""Laucienes pagasts"","""""
"2949,""Vēži"",""14036"",""2931"",""57.2435063"",""22.8049342"",""Labā"",""V1401"","""",""Talsu novads"",""Laucienes pagasts"","""""
"2950,""Vēžu kapi"",""14075"",""2982"",""56.8102474"",""22.8895131"",""Labā"",""V1153"","""",""Jaunpils novads"",""Viesatu pagasts"","""""
"2951,""Vībotnes"",""13846"",""2679"",""56.1982695"",""25.2150888"",""Labā"",""V932"","""",""Neretas novads"",""Neretas pagasts"","""""
"2952,""Vidēji"",""13508"",""1925"",""56.8796714"",""24.1675909"",""Labā"",""V2"","""",""Ķekavas novads"",""Ķekavas pagasts"",""Katlakalns"""
"2953,""Vidēji"",""13509"",""1925"",""56.8797372"",""24.1676973"",""Kreisā"",""V2"","""",""Ķekavas novads"",""Ķekavas pagasts"",""Katlakalns"""
"2954,""Vidiņi"",""13669"",""2324"",""57.3102342"",""26.8408237"",""Kreisā"",""V419"","""",""Gulbenes novads"",""Beļavas pagasts"","""""
"2955,""Vidiņi"",""13670"",""2324"",""57.3107131"",""26.8415217"",""Labā"",""V419"","""",""Gulbenes novads"",""Beļavas pagasts"","""""
"2956,""Vidriži"",""14597"",""3928"",""57.3438007"",""24.6636163"",""Labā"",""V128"","""",""Limbažu novads"",""Vidrižu pagasts"",""Vidriži"""
"2957,""Vidriži"",""14598"",""3928"",""57.3441179"",""24.6656154"",""Kreisā"",""V128"","""",""Limbažu novads"",""Vidrižu pagasts"",""Vidriži"""
"2958,""Vidus iela"",""15935"",""6805"",""57.2408895"",""24.3993199"",""Labā"",""V101"",""Rīgas iela"",""Saulkrastu novads"",""Saulkrastu pilsēta"",""Saulkrasti"""
